,X1,Y
223,223,894.778779061297
224,224,898.8634104884238
225,225,904.2418094344685
226,226,906.4852369250598
227,227,912.099327461859
228,228,916.1998698646186
229,229,917.9640017675456
230,230,922.1305717307633
231,231,926.6985817344695
232,232,931.3934602667276
233,233,935.9538563514476
234,234,939.6037500298722
235,235,943.6081413841716
236,236,946.2320161296703
237,237,951.0207538635083
238,238,954.8630228970817
239,239,958.931448800205
240,240,964.1670029619404
241,241,968.0924150029243
242,242,970.591038943509
243,243,973.9591266201237
244,244,978.6001249800324
245,245,982.5876894858405
246,246,986.545184427216
247,247,990.3720031087912
248,248,996.1430902113217
249,249,998.6484452633138
250,250,1001.5242330895715
251,251,1007.5187823205692
252,252,1010.9533641811696
253,253,1016.3469694517793
254,254,1017.2214120673025
255,255,1023.312234788724
256,256,1026.3613670225227
257,257,1031.2410359311132
258,258,1033.8198077121592
259,259,1040.2519834729164
260,260,1042.5246911253369
261,261,1047.6316933648193
262,262,1050.576093986913
263,263,1055.1834919987048
264,264,1057.9509097659611
265,265,1061.4979513539872
266,266,1067.0826295080763
267,267,1071.3458248277377
268,268,1074.53811531782
269,269,1077.1753730737512
270,270,1081.9210159218776
271,271,1084.9244205662317
272,272,1091.5782560129473
273,273,1093.3858896863815
274,274,1099.227243921298
275,275,1102.7372942938744
276,276,1105.1471760090092
277,277,1111.2286895048967
278,278,1115.251696995327
279,279,1119.130836422867
280,280,1122.417825968201
281,281,1127.3816859083558
282,282,1130.9178700963462
283,283,1134.8621331141296
284,284,1136.828381724144
285,285,1144.2339185260653
286,286,1148.2000048546456
287,287,1152.326415696327
288,288,1155.5469489272123
289,289,1160.0549114048051
290,290,1164.7940216562124
291,291,1166.6851444704748
292,292,1170.9037944229653
293,293,1173.824922496312
294,294,1179.0085027115797
295,295,1182.6480623510463
296,296,1187.4478651870706
297,297,1191.7731763967536
298,298,1196.4774810851898
299,299,1198.4503607199267
300,300,1203.2672073627439
301,301,1206.0554019534093
302,302,1210.4982057131374
303,303,1216.148523656483
304,304,1217.2181934538935
305,305,1223.4240481898814
306,306,1225.9439955636203
307,307,1230.5408700373243
308,308,1235.1797518391968
309,309,1238.6797666906693
310,310,1243.176980347353
311,311,1246.9835280450905
312,312,1250.5625243294005
313,313,1253.4469559811514
314,314,1259.5968057139344
315,315,1264.4566834912005
316,316,1266.9471088168887
317,317,1270.6929013001761
318,318,1275.2285526321195
319,319,1277.769832731914
320,320,1282.7588791355547
321,321,1287.5374669312994
322,322,1290.2535920698479
323,323,1292.95823621459
324,324,1299.809944367927
325,325,1304.7275349214285
326,326,1305.5102952195737
327,327,1309.108205031374
328,328,1315.9210000707524
329,329,1318.4775936374706
330,330,1322.8532127334418
331,331,1326.6717868721078
332,332,1331.5220411791604
333,333,1335.3983504466087
334,334,1340.1661319819889
335,335,1343.61114607327
336,336,1347.5952191726285
337,337,1350.7411170757107
338,338,1353.4041716365193
339,339,1356.5444172848458
340,340,1362.978398783587
341,341,1366.8590162060973
342,342,1371.8271939662652
343,343,1375.367440959415
344,344,1379.7418371225378
345,345,1380.4404573884487
346,346,1387.8653050964167
347,347,1391.4119849988167
348,348,1396.5179797997023
349,349,1396.804346912529
350,350,1402.4958923653649
351,351,1407.0161636782623
352,352,1411.651362421414
353,353,1416.5699767249466
354,354,1418.7251660464656
355,355,1422.8271179417331
356,356,1425.9392086279765
357,357,1431.9535300187902
358,358,1434.885465153521
359,359,1439.107607701767
360,360,1441.2427479002424
361,361,1446.3804665678504
362,362,1450.80965394269
363,363,1454.3455088054798
364,364,1458.6308650287017
365,365,1462.543835740128
366,366,1467.6627363016253
367,367,1470.7345260771501
368,368,1474.8765486753098
369,369,1478.639996688741
370,370,1481.9793856078024
371,371,1486.1964742281252
372,372,1491.769751654082
373,373,1494.2554970391138
374,374,1499.0581403331896
375,375,1502.8757392456428
376,376,1505.6193991305831
377,377,1511.9210420953966
378,378,1516.362808384129
379,379,1521.2550209712365
380,380,1523.8025824779554
381,381,1527.7921862679348
382,382,1531.9123785435465
383,383,1534.3571227201328
384,384,1537.8586223678815
385,385,1544.492066183276
386,386,1547.404119813805
387,387,1552.625981804841
388,388,1554.623454733899
389,389,1558.9061013717057
390,390,1561.518590493567
391,391,1565.1543023780712
392,392,1573.4443930100426
393,393,1575.6245876964956
394,394,1579.533514428131
395,395,1581.7161777021033
396,396,1588.3718259042064
397,397,1591.6943677538957
398,398,1594.1364384603135
399,399,1598.9446086851333
400,400,1601.6182579423944
401,401,1607.6891316385636
402,402,1610.8219287062313
403,403,1614.563816135302
404,404,1618.3422825015405
405,405,1623.879192443276
406,406,1627.9734510168985
407,407,1632.742993438203
408,408,1636.4983824045794
409,409,1638.8349854182723
410,410,1643.2400833348772
411,411,1645.400596933653
412,412,1653.1127838500013
413,413,1654.4476493759269
414,414,1658.2606021481556
415,415,1663.0637951517888
416,416,1665.0732398587948
417,417,1671.618105053477
418,418,1675.336523084911
419,419,1678.3668575715344
420,420,1682.1876444932325
421,421,1685.43753174791
422,422,1691.9494586565704
423,423,1695.9609807663626
424,424,1700.3949619586965
425,425,1701.3362046632956
426,426,1706.907391716677
427,427,1711.1165814120645
428,428,1715.3329960789627
429,429,1720.6668286108766
430,430,1722.5878454040758
431,431,1727.0876372957723
432,432,1730.4547319980954
433,433,1735.3237213023774
434,434,1737.4800665716014
435,435,1744.8786631345151
436,436,1744.0587409523303
437,437,1749.8633752799276
438,438,1755.9624103076244
439,439,1758.8256108675494
440,440,1762.7118599417256
441,441,1766.4328251428362
442,442,1770.7033282383195
443,443,1774.8950552136798
444,444,1780.2973847729509
445,445,1783.0570534165674
446,446,1787.1495256476978
447,447,1791.2909860099783
448,448,1793.3240888912594
449,449,1799.267088777431
450,450,1801.1492356041852
451,451,1805.7134629506058
452,452,1811.216301174278
453,453,1813.9281665322999
454,454,1819.9829790637295
455,455,1823.219508704307
456,456,1827.1119719117878
457,457,1827.9953372095458
458,458,1835.077159766072
459,459,1837.4751515321652
460,460,1844.0912181559172
461,461,1846.7069117795681
462,462,1850.5239151816854
463,463,1854.9280383913424
464,464,1859.4346515219775
465,465,1861.9781886455291
466,466,1866.7544382249002
467,467,1870.5075259576204
468,468,1875.351564800702
469,469,1879.7331282318378
470,470,1882.9862802600296
471,471,1887.0631249808312
472,472,1889.9060613094637
473,473,1896.6241073081428
474,474,1898.2657633699214
475,475,1904.6893419023763
476,476,1906.1952494788081
477,477,1911.8422749230192
478,478,1912.7194951543029
479,479,1919.8182954237095
480,480,1924.6094366257826
481,481,1927.7361883555598
482,482,1932.4580730044913
483,483,1933.6323599546902
484,484,1939.1228725998967
485,485,1942.6227789340765
486,486,1947.0773191913922
487,487,1952.0793997643548
488,488,1953.8673675024093
489,489,1959.3086464439332
490,490,1964.942882431739
491,491,1966.5369162684865
492,492,1971.1216905813703
493,493,1975.1531317786946
494,494,1980.260751953111
495,495,1982.9470386531127
496,496,1988.5716518028967
497,497,1990.9120972564601
498,498,1995.8037891664324
499,499,2000.0949691313713
500,500,2001.9580494630964
501,501,2008.3624223879297
502,502,2011.198699345905
503,503,2013.783953606158
504,504,2018.0783988735993
505,505,2021.8583938982217
506,506,2027.607370270112
507,507,2030.6562752717314
508,508,2034.7068581941974
509,509,2041.095073365474
510,510,2043.801478798997
511,511,2046.5164361063341
512,512,2051.493301377237
513,513,2055.1000468779907
514,514,2059.9539048705547
515,515,2062.9509273119397
516,516,2066.7727873892395
517,517,2069.7503064565963
518,518,2073.329589821258
519,519,2079.46317345586
520,520,2083.760531264823
521,521,2085.8109326750537
522,522,2092.385244533284
523,523,2095.131879173106
524,524,2099.4701794206085
525,525,2101.6764422080073
526,526,2105.6847072431897
527,527,2112.6008193172215
528,528,2113.014550957595
529,529,2118.221860345772
530,530,2121.6574100319754
531,531,2126.4649509256087
532,532,2131.030441426007
533,533,2135.0381275507725
534,534,2139.2748538158876
535,535,2143.0211255026056
536,536,2146.924117503981
537,537,2151.4824857237454
538,538,2154.906334348576
539,539,2158.645936056694
540,540,2163.85393289149
541,541,2166.057164586212
542,542,2171.199703021601
543,543,2174.603121050409
544,544,2180.7454538800685
545,545,2182.20050309711
546,546,2187.8395965638524
547,547,2191.094788563231
548,548,2195.986962964024
549,549,2198.6458186180935
550,550,2200.80796605817
551,551,2207.1851731306724
552,552,2211.0397295339094
553,553,2214.1805567362517
554,554,2219.04553481964
555,555,2223.2561986435608
556,556,2227.7787202534364
557,557,2232.174813420721
558,558,2236.2269572684236
559,559,2238.3050691286353
560,560,2241.7315347649114
561,561,2246.833806536517
562,562,2252.0142715064953
563,563,2255.3926387456863
564,564,2258.697884619462
565,565,2261.878633943804
566,566,2267.633202310331
567,567,2269.8756342020283
568,568,2275.653932565704
569,569,2277.9254602727365
570,570,2283.0323628628107
571,571,2287.8096198000812
572,572,2290.228420754561
573,573,2295.0332536222245
574,574,2298.327200561704
575,575,2301.7137427327066
576,576,2306.442400790038
577,577,2310.7077451788145
578,578,2314.687611513365
579,579,2319.2072726780584
580,580,2321.193367347767
581,581,2325.508554538176
582,582,2331.4723065264366
583,583,2335.3391982931003
584,584,2339.7741846240547
585,585,2342.6530548577985
586,586,2347.3135198766286
587,587,2350.7768785946528
588,588,2355.7657848505874
589,589,2357.852580791273
590,590,2363.8685405462816
591,591,2367.16172314938
592,592,2371.261057931299
593,593,2375.9404622369107
594,594,2377.7853431545423
595,595,2383.547997980884
596,596,2386.9833179424254
597,597,2390.834121718174
598,598,2394.8924145601427
599,599,2398.4875089333996
600,600,2402.2291360231347
601,601,2406.345879406926
602,602,2412.6501050693923
603,603,2412.325731210699
604,604,2420.8695036772006
605,605,2421.7639993267685
606,606,2427.5467511868374
607,607,2430.636837916117
608,608,2434.6087163572865
609,609,2438.4802080782206
610,610,2443.136511632934
611,611,2446.8281767194985
612,612,2450.549497847768
613,613,2453.792307419302
614,614,2460.368470595369
615,615,2463.216928685421
616,616,2467.803855537586
617,617,2470.6675510436003
618,618,2475.791756458971
619,619,2478.116582641077
620,620,2483.1782242757995
621,621,2487.130893153271
622,622,2490.2229854418792
623,623,2493.8628466263212
624,624,2499.3504784089823
625,625,2503.755816058873
626,626,2507.1969408759683
627,627,2509.2696906719298
628,628,2513.2167413043558
629,629,2518.8886946767752
630,630,2522.662201745522
631,631,2527.6158458048753
632,632,2531.58485763737
633,633,2535.32693274634
634,634,2537.7043232256824
635,635,2543.0235609060055
636,636,2550.6716005677117
637,637,2550.5174940124575
638,638,2555.118322609988
639,639,2559.0454028278673
640,640,2563.1325174425074
641,641,2565.740522565971
642,642,2571.0185510108267
643,643,2576.736700118001
644,644,2578.6396963352536
645,645,2583.660234508378
646,646,2586.7482727290026
647,647,2590.8367635202476
648,648,2596.4418960198623
649,649,2598.2178004771567
650,650,2601.6579835333227
651,651,2607.541707493279
652,652,2612.3654555345215
653,653,2614.12608422607
654,654,2619.733320667364
655,655,2624.6751283987014
656,656,2626.570705151271
657,657,2630.4355127780054
658,658,2634.6770960111708
659,659,2640.362696075589
660,660,2643.7967862611736
661,661,2647.021800174379
662,662,2651.59090418785
663,663,2655.7105262998534
664,664,2659.585488488369
665,665,2662.5748950582592
666,666,2666.1649934659504
667,667,2669.857064040711
668,668,2673.2830105459866
669,669,2679.733089325597
670,670,2683.0353598562133
671,671,2687.5799687388385
672,672,2690.6903299938695
673,673,2695.208916368134
674,674,2699.391059424913
675,675,2703.5392370494374
676,676,2709.8292087882046
677,677,2711.803225884524
678,678,2713.3474216228383
679,679,2718.5751390407577
680,680,2722.766941781495
681,681,2726.1986022979104
682,682,2729.9668554071845
683,683,2735.867668487068
684,684,2738.4420538085315
685,685,2742.4905978130732
686,686,2744.754916433749
687,687,2751.222101262199
688,688,2755.1356522073443
689,689,2760.534383270766
690,690,2762.143952730764
691,691,2765.665916709572
692,692,2770.4936636749917
693,693,2775.0934889266596
694,694,2777.957475343855
695,695,2782.739755402174
696,696,2787.059991716963
697,697,2788.696977613016
698,698,2795.111179187351
699,699,2800.217530777969
700,700,2803.0765410209856
701,701,2807.7490839254083
702,702,2812.2151017535116
703,703,2816.6961492861433
704,704,2818.7447014818194
705,705,2821.8919577627457
706,706,2826.738571523609
707,707,2830.2963271227723
708,708,2835.6762408015747
709,709,2839.9139994576103
710,710,2843.6060125398985
711,711,2846.6485796046736
712,712,2850.4946531282108
713,713,2854.7431575153378
714,714,2859.242302750345
715,715,2863.152204321091
716,716,2867.651447722989
717,717,2871.1012796304967
718,718,2875.1648961024753
719,719,2877.567897798486
720,720,2882.7318121338085
721,721,2887.1832733591373
722,722,2889.06572746745
723,723,2895.119413251325
724,724,2899.502066520207
725,725,2902.2779447910216
726,726,2909.330983236723
727,727,2910.2513974225903
728,728,2915.2861566078705
729,729,2918.8400230056327
730,730,2923.421183529
731,731,2926.652700620577
732,732,2929.5934573782483
733,733,2934.648689326993
734,734,2938.648089284287
735,735,2942.3371614328603
736,736,2947.302894943243
737,737,2953.5825083655395
738,738,2953.5758854720902
739,739,2956.7083052841213
740,740,2962.7418980212233
741,741,2969.1604664398205
742,742,2969.5161184697376
743,743,2976.6363499282447
744,744,2979.289720617026
745,745,2982.7399163879068
746,746,2987.3529233277795
747,747,2990.568380156686
748,748,2993.7364236212215
749,749,3000.441814833941
750,750,3004.5495566496297
751,751,3006.230450164177
752,752,3011.461273914621
753,753,3014.226342394397
754,754,3017.306783792512
755,755,3024.3240773063576
756,756,3026.3431001890526
757,757,3031.132245752415
758,758,3034.2048150373585
759,759,3039.875133389772
760,760,3043.0983263607827
761,761,3047.434491312037
762,762,3052.057457831581
763,763,3054.367629530333
764,764,3058.9045750514906
765,765,3062.3795736313004
766,766,3066.64575078783
767,767,3070.768388288985
768,768,3075.6513180068964
769,769,3082.915457410839
770,770,3082.662253224729
771,771,3088.2331908799947
772,772,3091.087583769498
773,773,3095.086105893896
774,774,3098.828520027854
775,775,3104.9285376360967
776,776,3106.7107278088984
777,777,3109.805856394089
778,778,3114.3059101627455
779,779,3120.672769862056
780,780,3124.6658060835493
781,781,3127.481128828054
782,782,3130.1358121747658
783,783,3134.9465519459404
784,784,3138.8125777022437
785,785,3142.4749000730785
786,786,3148.5185983321453
787,787,3149.0703178179565
788,788,3154.7759797233275
789,789,3158.5762884333567
790,790,3162.6326824328034
791,791,3168.0711619660287
792,792,3170.810314985299
793,793,3172.9375880479865
794,794,3178.646643367202
795,795,3182.5278680587353
796,796,3183.857470522986
797,797,3189.9982325816723
798,798,3196.3830127449596
799,799,3200.838716231507
800,800,3204.5213388421175
801,801,3206.5566958918785
802,802,3211.06019916552
803,803,3214.5118031576153
804,804,3218.608993588305
805,805,3223.494088831223
806,806,3225.7866612961293
807,807,3231.7474532888027
808,808,3235.513736947113
809,809,3238.3688920608156
810,810,3242.7702018984546
811,811,3247.3346013942005
812,812,3250.9253923445904
813,813,3254.625227526279
814,814,3259.563275201554
815,815,3262.493635259789
816,816,3267.7240379198183
817,817,3270.676173195464
818,818,3274.9575714954995
819,819,3278.9891222811266
820,820,3285.3023096254838
821,821,3286.8915945855065
822,822,3289.6188192064387
823,823,3295.6390439762054
824,824,3299.093608052639
825,825,3301.4009477444392
826,826,3306.507854727566
827,827,3308.8938729153906
828,828,3315.6491347144597
829,829,3319.739510105432
830,830,3322.9254467424935
831,831,3326.4447870440076
832,832,3330.722839072737
833,833,3335.865302880601
834,834,3338.340044834948
835,835,3342.4203625611394
836,836,3346.8259416463834
837,837,3352.0825585435914
838,838,3353.638488076081
839,839,3359.6230522102724
840,840,3360.957383499784
841,841,3367.4880088073005
842,842,3371.7741565163283
843,843,3375.546707898099
844,844,3378.289590938034
845,845,3382.8195057034513
846,846,3386.846217702159
847,847,3392.421513131575
848,848,3394.439669757828
849,849,3399.385793876991
850,850,3403.0717978879134
851,851,3406.539470191079
852,852,3411.8655303275054
853,853,3413.8197429740694
854,854,3419.847338661279
855,855,3422.985723857559
856,856,3426.4160360500127
857,857,3431.4417218463195
858,858,3435.3840548043377
859,859,3437.2904120833246
860,860,3442.0776472368448
861,861,3445.6231099246324
862,862,3451.35332032869
863,863,3454.986940351407
864,864,3460.1623679377176
865,865,3463.317491971373
866,866,3467.940155173986
867,867,3471.596522466659
868,868,3475.6695969325297
869,869,3476.4515638276102
870,870,3481.5571749937376
871,871,3485.1764755177
872,872,3491.747982981055
873,873,3494.7116345436207
874,874,3497.7563316545966
875,875,3502.1579288500257
876,876,3505.8900060414485
877,877,3511.9652990254267
878,878,3514.4525005796004
879,879,3518.7372949411997
880,880,3521.977842873923
881,881,3526.9417792013496
882,882,3529.446943318614
883,883,3534.2809607304757
884,884,3539.615444804992
885,885,3543.779235508313
886,886,3546.5354544811958
887,887,3551.1582547610524
888,888,3553.7487834055687
889,889,3558.6138146296216
890,890,3563.021490157773
891,891,3567.132034415365
892,892,3571.660540919955
893,893,3577.1535811399553
894,894,3579.05738493023
895,895,3583.3281622782056
896,896,3586.870231566781
897,897,3592.5943487424556
898,898,3594.469559284729
899,899,3600.454621403491
900,900,3602.3184180297603
901,901,3607.1024238433424
902,902,3609.976249709668
903,903,3616.040682805971
904,904,3618.2257673881754
905,905,3621.4605832327634
906,906,3628.43312729024
907,907,3630.5824580247418
908,908,3634.554325402371
909,909,3639.0106829463616
910,910,3641.772786119327
911,911,3647.8648631492483
912,912,3651.297084897951
913,913,3655.054884434106
914,914,3659.362949090791
915,915,3662.796722188833
916,916,3668.3133374372414
917,917,3670.4713236710663
918,918,3675.9107625889114
919,919,3678.503033821126
920,920,3682.29111900376
921,921,3686.7592044397206
922,922,3690.286439126023
923,923,3694.2263233286453
924,924,3698.09972486603
925,925,3703.040518465617
926,926,3706.244455960366
927,927,3710.431294525913
928,928,3712.8636982564403
929,929,3718.871533176035
930,930,3722.6207334378696
931,931,3726.1104615552717
932,932,3732.638879451149
933,933,3733.480938145669
934,934,3741.4537074133077
935,935,3743.7593058758584
936,936,3746.8295988915643
937,937,3753.7759457717784
938,938,3754.6408934427495
939,939,3758.709790864258
940,940,3764.5583938641303
941,941,3766.004297533062
942,942,3773.174918290769
943,943,3773.2812154251214
944,944,3777.645867441694
945,945,3783.269749894106
946,946,3788.3322394087413
947,947,3790.656214077735
948,948,3795.445364837305
949,949,3799.459021708173
950,950,3804.793262265494
951,951,3806.391114696532
952,952,3811.038715278738
953,953,3816.0791360114063
954,954,3819.535935715363
955,955,3823.2657685944964
956,956,3827.494224498086
957,957,3828.906137611917
958,958,3834.55404756266
959,959,3837.9507821717466
960,960,3841.846992171569
961,961,3846.12071367101
962,962,3849.2288423051054
963,963,3854.7257836615786
964,964,3859.5893653299377
965,965,3863.4661038959807
966,966,3865.646587924821
967,967,3871.182150430426
968,968,3873.7385802657027
969,969,3878.8003218733547
970,970,3881.6048832640713
971,971,3887.0545640080986
972,972,3891.628549437492
973,973,3894.912290423543
974,974,3899.906301301181
975,975,3900.9254249584924
976,976,3908.821165270951
977,977,3911.576450313555
978,978,3914.3771842649253
979,979,3918.543925292989
980,980,3923.31536583321
981,981,3926.9925842950593
982,982,3930.17954980999
983,983,3934.522129928954
984,984,3939.2679882762077
985,985,3943.217308985306
986,986,3948.557360079521
987,987,3949.884993605342
988,988,3955.646657840164
989,989,3957.245220073942
990,990,3963.1830629449446
991,991,3967.5144772696635
992,992,3972.675273287944
993,993,3974.382766000901
994,994,3978.106232422366
995,995,3980.8793285343727
996,996,3987.5962121875373
997,997,3991.8343801646974
998,998,3995.1817782693142
999,999,3999.2773046361954
1000,1000,4004.2961253714193
1001,1001,4006.218938135954
1002,1002,4011.0566605576737
1003,1003,4014.4582964429965
1004,1004,4018.898446673357
1005,1005,4022.6178586529886
1006,1006,4027.0766143642422
1007,1007,4031.6066693742805
1008,1008,4035.397024017336
1009,1009,4040.0072464790933
1010,1010,4042.553149959439
1011,1011,4048.1393876493194
1012,1012,4049.437523057865
1013,1013,4056.0570246616244
1014,1014,4059.042510558727
1015,1015,4061.9938604706635
1016,1016,4066.6899675940367
1017,1017,4071.090929058265
1018,1018,4075.5724779932607
1019,1019,4079.7227851479447
1020,1020,4083.8537085943462
1021,1021,4087.4171735228956
1022,1022,4091.707313507301
1023,1023,4095.6786562405455
1024,1024,4099.745230872744
1025,1025,4102.685467153457
1026,1026,4106.614306646886
1027,1027,4109.917510703784
1028,1028,4116.386569208806
1029,1029,4120.294496787048
1030,1030,4121.452341162563
1031,1031,4128.034637310679
1032,1032,4131.771454994315
1033,1033,4135.33612358614
1034,1034,4136.326786585671
1035,1035,4144.179211578737
1036,1036,4145.479366748468
1037,1037,4152.502724793326
1038,1038,4155.560352274549
1039,1039,4160.204990629221
1040,1040,4162.211764410943
1041,1041,4164.992409547981
1042,1042,4171.230773114376
1043,1043,4175.414464298904
1044,1044,4179.298808995293
1045,1045,4181.706800521455
1046,1046,4187.470384187354
1047,1047,4192.388428231849
1048,1048,4196.015473512885
1049,1049,4197.650600042683
1050,1050,4203.321425916867
1051,1051,4206.524822397462
1052,1052,4210.686483917407
1053,1053,4214.466238891599
1054,1054,4220.63898584351
1055,1055,4221.807311771011
1056,1056,4225.799108134406
1057,1057,4231.348843508987
1058,1058,4235.02221084016
1059,1059,4239.586917055153
1060,1060,4243.856389677217
1061,1061,4247.1660989698075
1062,1062,4251.542113330966
1063,1063,4255.889469023861
1064,1064,4260.127744581383
1065,1065,4262.386698507604
1066,1066,4266.17968418231
1067,1067,4270.74573185656
1068,1068,4276.343714205099
1069,1069,4279.033794690952
1070,1070,4281.894078830858
1071,1071,4287.784987179889
1072,1072,4291.993849922853
1073,1073,4295.801634764787
1074,1074,4298.371497800215
1075,1075,4304.5303102483285
1076,1076,4307.4501695277295
1077,1077,4312.262014358806
1078,1078,4314.764768804788
1079,1079,4317.734729386428
1080,1080,4321.915908230236
1081,1081,4326.898307584052
1082,1082,4331.304733055216
1083,1083,4333.2387315112965
1084,1084,4337.7108701628285
1085,1085,4341.21246026591
1086,1086,4346.287489657194
1087,1087,4351.058573305421
1088,1088,4355.616987687705
1089,1089,4359.973361698138
1090,1090,4365.1679997491665
1091,1091,4366.483724330102
1092,1092,4369.85196048327
1093,1093,4375.337139918489
1094,1094,4380.0416408370465
1095,1095,4383.10416794582
1096,1096,4387.966964703848
1097,1097,4390.8971367804115
1098,1098,4393.7756531401865
1099,1099,4399.429034149177
1100,1100,4402.457924663914
1101,1101,4405.859754812423
1102,1102,4410.831934028448
1103,1103,4414.478275248789
1104,1104,4418.579851117215
1105,1105,4422.927027014883
1106,1106,4426.525954369364
1107,1107,4430.476674550996
